"Table S5. LC-TOF-MS mass signatures that were significantly altered for at least one aphid feeding time point, P value < 0.05 FDR, fold change < 0.5 or > 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con-early = controls harvested at the beginning of the experiment, Con-late = controls harvested at the end of the experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion mode,m/z,Retention time,Con-early-1,Con-early-2,Con-early-3,Con-early-4,Con-early-5,Con-late-1,Con-late-2,Con-late-3,Con-late-4,Con-late-5,2h-1,2h-2,2h-3,2h-4,2h-5,4h-1,4h-2,4h-3,4h-4,4h-5,8h-1,8h-2,8h-3,8h-4,8h-5,24h-1,24h-2,24h-3,24h-4,24h-5,48h-1,48h-2,48h-3,48h-4,48h-5,96h-1,96h-2,96h-3,96h-4,96h-5
Positive,386.1990604,80.93177431,0.742,0.686,2.294,0.738,0.541,1.030,1.255,1.292,1.423,0.000,0.780,1.410,2.340,2.670,2.570,2.287,2.887,1.385,1.261,3.721,3.516,2.674,2.179,1.525,1.063,1.111,1.767,1.472,0.885,2.297,0.029,2.264,2.751,1.514,3.138,2.261,2.229,1.586,2.475,1.588
Positive,146.165405,56.04435594,1.148,1.203,2.048,0.366,0.236,1.273,2.200,0.202,0.963,0.363,2.300,10.420,3.730,2.530,2.540,4.492,6.476,1.199,1.313,4.800,1.847,2.660,1.453,1.229,2.959,3.670,2.764,7.625,6.003,3.321,0.469,2.155,2.505,9.261,3.923,5.581,0.989,2.217,4.439,1.124
Positive,382.2056485,664.3881585,1.837,0.941,1.227,0.243,0.753,1.121,2.331,0.756,0.549,0.242,1.490,2.620,1.990,1.560,1.330,2.584,3.387,1.847,1.253,2.945,2.355,2.478,1.859,1.507,1.325,1.841,1.694,0.926,2.640,0.983,1.173,2.835,3.019,1.955,2.343,4.394,1.366,1.755,2.792,1.197
Positive,381.1729072,376.5044346,1.545,0.958,1.611,0.122,0.764,1.323,2.588,0.808,0.281,0.000,0.810,2.330,1.530,1.130,1.160,2.963,3.461,2.669,1.328,3.783,2.876,1.809,1.030,1.942,1.820,2.472,1.515,1.283,1.835,1.700,0.581,1.929,2.156,2.487,4.037,4.064,1.152,1.885,3.414,2.012
Positive,379.0957212,430.7361619,0.970,1.005,1.167,0.934,0.924,0.959,1.061,1.213,1.574,0.192,0.690,1.420,1.710,3.330,2.030,1.663,2.115,4.454,2.059,2.411,1.746,2.003,3.049,1.497,1.232,2.079,1.210,1.616,1.629,1.695,0.444,1.497,2.009,1.853,3.013,1.925,0.875,1.342,1.804,1.548
Positive,379.0629294,216.2197571,0.000,2.543,1.372,1.085,0.000,2.087,0.000,0.062,2.528,0.323,0.320,0.090,0.540,0.270,1.730,0.018,0.244,0.500,0.224,0.839,0.028,1.014,4.194,0.298,0.041,0.276,0.022,0.694,0.091,0.856,0.000,0.586,0.000,0.930,0.511,0.955,0.125,2.156,1.190,0.091
Positive,375.1373655,381.8796637,0.000,0.000,0.000,4.485,0.515,1.540,0.000,1.874,1.587,0.000,0.070,0.000,0.990,9.270,0.040,1.335,0.000,0.700,0.951,0.000,0.000,0.841,0.087,0.000,0.000,0.873,1.805,0.274,0.000,0.320,2.532,4.960,0.000,0.000,0.405,0.184,0.775,0.638,3.294,0.000
Positive,374.142414,430.2764575,1.125,1.121,1.177,0.699,0.877,1.189,1.250,1.398,0.970,0.193,1.430,1.980,1.510,3.190,3.130,2.198,2.264,3.878,2.845,2.565,2.748,2.334,3.815,2.457,1.805,2.920,0.869,1.804,1.723,1.872,0.869,2.547,2.568,2.076,4.234,3.229,1.198,1.388,2.032,1.224
Positive,373.0950218,296.9563865,0.646,1.133,1.808,0.610,0.803,1.550,1.240,0.876,1.198,0.137,2.150,1.730,1.390,1.810,2.280,2.248,1.246,1.289,1.777,1.413,2.615,2.759,3.066,1.614,1.392,0.815,1.304,1.697,1.448,2.126,0.065,1.983,0.863,1.435,4.109,1.763,1.399,1.231,2.435,1.520
Positive,372.0917543,361.435353,0.745,2.346,1.173,0.609,0.128,2.207,1.943,0.622,0.227,0.000,1.170,0.810,0.030,0.200,1.820,0.239,0.231,0.060,0.764,0.279,1.091,0.897,0.017,0.465,0.116,0.947,0.071,0.472,0.000,0.308,0.256,0.000,0.683,0.064,1.052,1.630,0.339,0.768,0.028,0.000
Positive,371.1450107,396.5917619,0.383,0.591,1.100,1.851,1.075,0.973,1.605,1.081,1.341,0.000,2.590,2.360,3.990,6.860,3.450,2.354,3.931,8.991,4.417,3.690,3.002,3.431,3.610,3.791,2.265,3.781,2.716,3.314,3.468,2.969,0.553,2.062,4.087,1.528,7.043,3.861,0.642,3.077,3.218,1.538
Positive,370.2934065,1498.820565,0.782,1.127,1.003,1.132,0.956,1.945,1.138,1.103,0.813,0.000,1.170,0.980,1.020,1.340,1.890,1.543,1.457,1.470,1.045,1.378,3.439,1.759,2.407,1.451,1.771,1.052,1.113,0.567,1.280,0.938,0.479,0.939,1.984,1.200,2.439,2.453,1.982,1.551,1.360,1.126
Positive,368.0138314,102.9159494,0.866,1.012,0.584,1.783,0.754,1.481,1.074,1.984,0.388,0.073,0.710,1.500,0.910,1.580,2.170,1.945,2.356,1.845,1.859,1.812,2.717,1.763,3.510,2.699,3.059,0.566,1.283,1.945,1.401,1.473,1.137,1.774,1.553,1.193,3.402,2.062,2.091,1.697,1.660,1.505
Positive,367.0656577,336.3297311,0.369,0.763,1.847,1.113,0.908,1.742,0.937,1.503,0.818,0.000,0.920,1.200,1.490,2.250,3.300,1.040,1.167,1.631,1.031,1.983,2.025,2.841,2.430,1.743,2.327,0.942,1.178,1.067,1.620,1.247,0.034,1.910,2.256,1.630,5.310,2.127,1.827,2.028,4.871,1.863
Positive,366.1747887,518.3011901,0.813,0.870,0.932,0.619,1.766,0.627,0.814,0.343,2.936,0.281,2.430,4.840,3.800,3.790,3.640,6.141,2.143,9.951,4.028,3.280,3.431,4.443,3.132,3.479,2.281,13.454,5.104,1.768,2.169,2.513,0.475,3.054,4.527,2.089,3.944,1.420,0.563,2.960,2.219,1.941
Positive,366.0790908,290.0225039,0.450,1.110,0.980,0.955,1.505,1.177,1.186,1.539,0.922,0.176,0.720,0.750,1.350,0.830,0.710,0.576,0.275,0.670,0.276,0.625,0.772,0.844,0.826,0.739,0.716,0.764,0.950,0.744,1.425,0.653,0.269,0.812,1.009,0.353,0.811,1.131,1.106,1.042,1.104,1.347
Positive,365.1038856,76.7639605,2.054,0.444,1.053,0.963,0.486,0.703,1.252,0.679,0.420,1.946,0.430,0.620,0.810,0.440,0.350,0.184,0.883,0.421,0.256,0.431,0.320,0.483,0.489,1.118,0.373,0.069,0.386,0.496,0.447,0.433,0.769,0.455,0.684,0.577,0.465,0.670,0.877,0.579,0.545,0.684
Positive,356.1750326,396.606783,0.916,0.797,0.877,1.119,1.290,0.946,1.368,1.063,1.231,0.392,2.130,2.870,3.080,6.090,2.560,3.138,3.781,9.356,3.856,4.011,2.677,3.936,6.051,3.756,1.766,2.695,2.070,2.452,3.184,3.175,0.486,2.624,4.226,2.087,5.084,4.967,1.185,2.377,2.922,2.466
Positive,355.9714425,59.29463485,0.075,0.913,1.266,1.641,1.105,1.455,0.470,1.704,1.344,0.027,2.630,2.090,2.250,1.340,1.320,2.182,2.027,1.805,1.540,2.455,1.441,2.770,2.298,2.496,3.146,1.519,1.310,1.854,1.945,1.529,0.718,3.118,2.533,1.529,2.238,2.512,1.673,2.259,2.467,2.232
Positive,355.1721523,395.8955512,0.845,0.712,1.635,0.941,0.867,0.901,1.735,1.019,1.154,0.190,1.550,2.080,1.900,4.320,2.610,2.274,2.826,5.939,2.686,2.968,2.338,2.666,4.359,4.036,1.578,2.355,1.648,1.628,2.449,2.257,0.441,1.449,3.363,1.963,4.363,2.864,0.570,1.829,2.609,1.484
Positive,141.1137131,1781.17143,2.711,0.723,0.471,0.714,0.381,1.740,0.795,0.077,1.356,1.031,0.780,0.120,2.280,1.220,1.160,1.901,2.038,1.022,0.963,0.000,1.508,3.431,2.723,1.113,3.196,0.513,1.079,0.433,0.383,1.045,1.138,1.400,1.263,0.653,1.355,0.813,1.284,0.359,1.114,1.006
Positive,353.049607,290.6159537,0.000,0.000,5.000,0.000,0.000,0.039,0.000,0.330,4.399,0.232,0.000,0.540,1.240,0.120,1.050,0.912,0.000,1.735,0.545,1.315,0.430,2.132,0.000,0.199,0.669,0.000,3.846,0.398,1.235,0.000,0.000,0.776,0.292,0.329,0.000,0.000,0.962,1.043,1.886,0.770
Positive,350.2152078,396.5273648,1.326,0.864,1.702,1.047,0.061,1.365,1.772,1.347,0.472,0.044,1.910,2.730,2.720,5.380,1.580,2.245,4.107,11.948,3.118,3.766,1.830,1.792,4.776,5.375,2.078,4.042,1.374,1.250,2.139,1.834,0.056,1.984,3.020,1.955,4.704,3.678,0.297,1.674,1.472,0.995
Positive,344.1120843,409.7886052,1.236,0.449,1.158,0.913,1.243,1.265,1.230,1.145,0.705,0.655,2.520,0.260,3.810,1.520,2.840,1.552,0.640,0.936,1.002,1.831,3.311,3.011,1.740,1.258,3.603,1.329,2.481,1.606,0.414,1.356,0.194,2.627,1.809,2.004,3.963,2.272,1.253,1.613,1.517,1.425
Positive,342.1751062,190.9632104,1.017,0.958,1.126,0.881,1.018,0.946,1.319,1.384,1.178,0.173,2.200,1.910,1.550,2.040,0.950,1.990,1.291,2.008,1.805,1.818,2.487,2.449,1.785,1.540,0.878,1.581,1.739,1.919,1.896,1.657,0.544,1.981,1.950,1.704,2.389,2.907,1.757,2.026,2.957,1.541
Positive,335.2563191,1318.853678,0.245,0.990,1.963,1.297,0.505,0.993,0.990,2.001,1.005,0.011,0.530,1.970,2.120,2.430,2.190,0.685,1.224,2.286,1.514,2.571,4.068,2.276,2.184,1.741,1.332,3.561,1.774,0.786,1.874,0.946,0.356,1.756,2.164,1.028,3.574,0.982,1.447,2.489,2.943,0.601
Positive,335.1220402,287.7773924,0.458,0.900,1.771,0.852,1.018,1.581,1.094,1.894,0.315,0.116,1.300,1.650,1.860,3.500,4.330,1.417,2.876,5.158,2.687,3.412,1.913,1.869,2.309,2.144,1.109,1.391,2.019,1.910,2.644,2.646,0.333,1.651,4.066,2.715,5.445,2.747,0.534,2.717,4.464,1.188
Positive,333.2025821,1049.616524,0.694,0.891,1.376,0.899,1.139,1.161,1.206,0.896,1.563,0.175,1.070,1.030,1.190,1.660,2.100,1.795,1.403,2.739,1.755,3.027,2.488,2.185,1.974,1.949,1.218,1.766,0.333,1.623,1.553,1.660,0.475,1.961,2.320,1.798,3.358,1.023,1.173,1.773,2.426,1.369
Positive,332.2849325,1448.071376,0.788,0.971,1.213,0.822,1.206,1.329,1.408,1.429,0.685,0.148,1.910,2.960,2.270,2.340,1.870,1.621,2.686,1.133,1.439,1.676,1.368,1.499,1.852,1.545,1.737,1.505,1.586,1.577,1.989,2.058,0.444,2.239,1.268,1.023,2.430,3.136,0.637,1.942,2.387,1.505
Positive,326.1430962,210.8468298,1.026,1.467,0.533,1.114,0.860,1.900,0.959,1.190,0.786,0.165,3.040,1.250,1.500,1.760,2.200,2.641,2.309,1.635,2.185,1.686,2.285,2.014,2.047,1.259,1.474,2.285,1.276,1.611,1.646,1.447,0.195,1.841,2.087,1.248,2.724,3.005,1.330,1.961,2.699,1.736
Positive,322.1260626,97.60834695,0.000,0.490,2.238,1.757,0.515,0.356,0.565,3.421,0.000,0.658,0.610,1.470,1.700,0.230,1.030,1.088,0.277,0.981,0.848,0.322,6.592,1.227,1.208,2.407,1.129,1.188,2.595,1.581,0.288,1.485,1.548,1.808,3.408,0.241,1.116,3.574,2.629,1.629,2.237,2.468
Positive,321.1171952,139.1865184,4.701,0.008,0.020,0.045,0.227,1.894,1.149,0.705,0.989,0.262,0.130,0.090,4.380,0.160,0.200,0.107,0.255,0.115,0.228,0.163,0.698,7.592,2.523,40.362,0.568,0.142,0.024,0.064,0.053,0.022,0.060,0.116,0.214,0.277,0.648,0.193,0.061,0.177,0.185,0.072
Positive,319.2153227,1202.636677,0.656,0.588,2.122,0.925,0.709,1.154,1.047,1.440,1.261,0.098,1.480,0.830,1.310,0.970,1.720,2.151,1.479,2.656,1.444,3.256,1.645,2.434,1.521,1.652,1.685,2.101,1.647,1.740,2.027,1.730,0.301,2.245,2.069,2.119,3.829,1.769,1.177,1.591,2.565,1.133
Positive,317.207395,1158.46462,0.768,0.863,1.149,1.089,1.131,1.504,0.400,1.846,1.123,0.127,1.200,1.230,1.150,1.670,2.310,1.902,1.826,2.284,1.620,2.558,2.463,2.048,1.904,1.451,1.390,1.554,1.430,1.084,1.561,1.820,0.360,1.525,2.334,1.499,3.293,1.954,0.989,1.663,2.545,1.482
Positive,317.2078439,1141.062839,0.531,0.960,1.239,0.922,1.349,1.254,0.434,1.915,1.283,0.113,1.510,1.170,1.320,1.370,2.170,2.061,1.387,2.664,1.621,2.640,2.859,1.964,1.686,1.694,1.179,1.343,1.603,1.778,1.583,1.876,0.183,1.527,1.522,1.044,3.255,1.646,1.075,1.524,2.628,1.265
Positive,317.2079396,1203.004051,0.849,0.958,1.489,0.780,0.923,1.013,0.967,1.755,1.090,0.175,1.260,1.500,1.280,2.150,1.680,1.708,1.458,2.394,1.438,3.257,1.880,1.784,1.895,1.466,1.301,1.716,1.437,1.890,1.865,1.656,0.393,1.729,1.756,1.558,2.835,2.094,1.061,1.493,2.367,1.087
Positive,316.1951796,1253.111828,0.543,1.165,1.549,0.871,0.872,0.751,0.951,1.195,1.906,0.197,1.310,1.370,1.250,1.580,1.530,1.963,1.708,3.414,1.391,3.245,2.131,1.923,2.161,1.702,1.280,2.108,1.597,2.149,1.287,1.725,0.301,1.321,1.976,1.711,2.456,1.791,1.196,1.305,2.262,1.018
Positive,315.19254,1272.500411,0.682,1.058,1.495,0.649,1.117,0.823,0.946,1.455,1.709,0.068,0.900,1.630,1.070,1.840,1.890,2.019,1.143,2.705,1.909,3.010,1.943,2.315,1.937,1.451,0.923,2.043,1.313,1.736,1.262,1.687,0.341,1.428,1.707,1.940,2.353,2.315,0.967,1.763,2.249,1.134
Positive,315.1924164,1252.860689,0.569,0.970,1.564,0.722,1.176,0.972,1.075,1.354,1.443,0.156,1.020,1.470,0.950,1.580,1.700,1.829,1.760,2.432,1.466,2.932,1.856,1.976,1.720,1.799,1.087,1.569,1.253,1.157,1.478,1.605,0.406,1.424,1.992,1.749,2.474,1.843,1.067,1.518,2.253,1.253
Positive,315.1799533,396.219337,0.343,1.168,1.822,1.016,0.650,0.938,1.774,1.670,0.617,0.000,1.980,3.580,3.130,9.230,2.090,3.118,4.592,10.642,3.773,2.492,3.063,3.531,6.140,5.493,1.681,3.522,2.827,2.036,2.356,2.779,0.228,2.320,4.132,1.859,8.475,1.230,0.949,2.447,3.367,1.438
Positive,138.0551244,431.509978,1.201,0.755,0.180,0.373,2.491,0.656,0.323,1.853,1.285,0.884,1.030,1.210,3.030,5.330,3.360,0.823,0.407,7.566,2.805,2.306,0.921,3.303,2.417,2.026,2.873,1.933,0.853,1.329,1.587,0.910,0.099,0.603,1.492,3.539,3.360,0.372,1.331,2.714,0.420,0.881
Positive,307.1889075,1028.19267,0.674,1.395,1.268,0.572,1.091,1.380,1.411,1.639,0.535,0.035,1.970,1.240,0.850,1.740,1.590,2.422,1.955,1.906,1.558,2.181,1.770,1.429,1.813,1.209,1.051,1.993,1.365,1.680,2.125,1.454,0.564,2.417,1.915,1.147,2.349,2.686,1.933,1.754,1.540,0.660
Positive,304.2622424,1152.67111,0.784,1.283,1.093,1.118,0.723,1.317,1.284,1.771,0.488,0.139,1.860,1.570,1.470,3.240,1.260,1.796,2.615,2.674,1.897,2.521,1.556,2.224,1.835,1.441,0.936,1.948,1.812,1.794,1.482,1.563,0.317,1.485,2.519,1.429,3.611,1.810,1.432,1.580,2.293,2.073
Positive,295.1893112,949.1043489,0.967,0.830,1.107,0.847,1.249,1.877,0.952,0.982,0.893,0.295,1.490,1.820,1.480,1.750,2.500,0.840,1.825,1.928,0.839,1.518,2.446,2.495,1.773,1.875,2.106,0.790,1.382,1.241,0.672,1.273,0.258,1.709,1.972,1.564,2.672,3.153,1.941,1.913,3.036,1.769
Positive,293.2101174,1252.871073,0.944,0.587,1.679,0.848,0.942,0.902,0.998,1.535,1.356,0.210,1.210,1.030,1.090,1.570,1.450,2.169,1.591,2.411,1.598,2.462,1.765,1.696,1.695,1.749,0.980,1.936,1.388,1.481,1.470,1.437,0.519,1.418,1.717,1.186,2.261,2.171,1.283,1.342,2.183,0.848
Positive,291.1946788,852.093308,0.898,0.651,1.534,0.619,1.297,0.875,1.037,1.738,1.326,0.024,1.230,1.290,0.640,2.120,1.250,1.471,1.292,1.912,0.695,2.696,1.992,1.634,1.384,1.015,1.084,1.689,1.452,1.359,1.841,1.286,0.408,2.394,1.167,0.992,2.162,3.229,1.798,1.563,2.122,1.913
Positive,135.1169114,396.0849922,1.263,0.918,1.337,0.733,0.749,1.091,1.786,1.247,0.816,0.060,1.840,2.260,1.460,5.520,2.250,2.321,3.476,7.973,2.951,2.154,2.354,3.903,4.758,5.006,1.641,2.976,2.246,1.283,2.198,2.327,0.597,2.112,4.565,2.278,4.223,3.721,0.952,1.467,2.031,1.764
Positive,288.0705219,329.0426462,0.322,1.403,0.206,1.730,1.339,0.568,0.587,1.460,2.385,0.000,2.290,5.050,0.400,2.920,1.740,1.510,0.693,1.156,2.898,0.021,4.255,7.169,7.231,2.711,5.341,1.288,1.528,0.000,1.862,1.765,0.774,1.316,3.231,1.015,3.318,1.105,4.630,4.704,2.126,0.905
Positive,281.5068409,102.0631947,0.664,0.995,0.822,1.419,1.100,0.881,1.614,1.507,0.763,0.235,1.330,1.280,1.290,1.510,0.920,1.256,1.429,1.301,1.726,1.672,1.500,2.349,1.271,2.503,2.673,0.894,0.556,1.434,1.445,1.292,1.242,1.300,1.938,1.080,2.506,1.113,1.497,0.981,1.455,1.470
Positive,281.0057518,102.1903881,0.385,0.996,0.988,1.643,0.988,1.338,1.754,0.947,0.513,0.449,1.580,1.380,0.750,1.340,1.610,1.626,2.098,1.350,1.896,1.088,1.669,2.015,1.822,2.177,2.581,0.923,1.062,2.030,1.700,0.878,1.349,1.495,1.439,1.060,2.785,1.876,1.675,2.233,2.087,1.469
Positive,278.6390889,1124.187277,0.855,0.795,1.850,0.628,0.872,1.419,1.148,1.430,1.003,0.000,0.690,1.840,2.100,2.210,1.590,2.427,2.130,2.662,1.591,2.730,1.898,1.583,2.208,1.772,1.437,2.723,1.227,2.022,2.008,4.407,0.356,1.779,2.519,2.371,2.919,1.206,1.785,1.294,2.740,2.130
Positive,277.2078538,1159.071954,1.025,1.250,0.910,1.224,0.591,1.086,1.077,1.629,1.055,0.153,1.790,1.520,1.090,1.670,1.850,2.051,1.424,2.761,2.052,2.532,1.971,2.055,1.562,1.055,1.201,2.251,1.983,1.629,1.652,1.861,0.544,1.584,2.079,0.743,2.094,1.495,1.348,1.607,2.242,1.216
Positive,277.2151356,1141.152883,0.818,0.700,1.576,1.185,0.720,1.384,1.249,0.965,1.149,0.254,1.410,1.530,0.780,2.000,1.870,2.108,1.506,2.966,2.044,2.937,2.802,1.658,1.685,1.600,1.637,1.444,1.695,1.682,1.498,2.050,0.666,1.662,1.971,1.460,2.881,2.383,1.175,1.374,1.973,1.172
Positive,275.1996181,1049.913651,0.972,0.759,1.400,0.876,0.992,1.087,1.034,1.483,1.202,0.194,0.810,1.390,1.820,1.740,1.770,2.113,1.564,2.155,1.671,3.431,2.243,1.619,1.373,1.317,1.275,1.922,1.502,1.371,1.222,1.421,0.372,1.119,1.629,1.592,2.133,3.297,1.061,1.370,1.750,1.125
Positive,275.199296,999.2832681,1.066,1.099,1.052,0.660,1.123,0.890,1.281,1.129,1.476,0.224,0.920,1.330,1.090,1.360,2.020,2.017,1.747,1.574,1.571,2.438,2.840,2.412,2.578,1.584,0.853,1.591,1.373,0.987,1.312,1.251,0.611,1.063,2.332,1.823,3.458,3.175,1.587,1.307,3.053,1.284
Positive,267.1223734,971.0605793,1.616,1.145,1.079,0.701,0.459,1.158,1.079,1.595,0.977,0.192,0.700,1.270,0.630,0.820,0.600,1.000,0.715,0.927,0.867,0.711,0.735,0.695,0.648,0.884,0.773,0.624,0.714,0.559,0.603,0.342,0.157,0.453,0.455,0.379,0.988,0.637,0.898,0.240,0.479,0.542
Positive,266.1586002,65.58875144,0.333,0.798,0.613,1.745,1.510,1.056,0.420,2.852,0.645,0.027,0.770,0.210,0.410,0.510,0.900,0.312,0.430,0.455,0.359,0.386,1.153,0.540,0.708,0.787,0.365,0.334,0.697,0.367,0.406,0.407,0.508,0.771,0.492,0.231,0.187,0.223,0.949,0.318,0.257,0.356
Positive,266.0143713,60.22920863,0.933,1.193,1.194,1.175,0.505,0.910,1.032,1.640,1.264,0.153,1.880,1.610,1.940,2.060,2.250,2.189,1.945,0.995,1.760,1.597,1.874,2.625,2.140,0.828,2.233,1.489,1.521,1.908,1.974,1.215,0.938,2.238,2.404,1.756,3.105,1.897,2.516,1.906,2.811,1.155
Positive,265.1535435,205.6136036,0.718,1.629,1.409,0.540,0.704,0.647,1.587,1.651,0.981,0.134,1.070,1.800,1.970,2.220,2.540,1.694,2.123,3.489,1.634,2.898,2.239,1.621,1.501,1.462,1.159,0.984,2.361,2.044,1.904,2.682,0.538,1.301,3.366,2.337,5.542,4.172,1.351,2.387,6.053,2.144
Positive,132.1023173,98.99793491,1.127,1.090,1.194,0.918,0.671,0.910,1.554,1.093,1.114,0.328,1.770,1.800,1.570,2.180,1.950,2.226,2.113,1.898,1.611,2.131,2.724,2.459,2.263,1.892,1.662,1.758,1.215,1.582,1.010,1.384,1.408,2.114,2.372,1.761,3.146,2.325,1.405,2.011,2.458,1.846
Positive,259.2045072,1652.205997,1.377,1.007,1.278,0.631,0.707,1.207,0.774,1.586,1.189,0.244,1.520,1.410,1.460,1.180,1.480,2.141,1.763,2.130,1.465,2.439,3.378,2.150,1.982,1.287,1.519,2.133,1.455,1.667,1.532,1.663,0.531,1.804,2.376,1.490,2.715,2.030,1.431,1.538,2.384,1.532
Positive,237.1117149,342.5546987,0.853,0.946,1.502,0.959,0.741,1.026,1.449,0.883,1.107,0.536,1.390,2.210,1.770,2.310,3.340,2.609,3.596,3.010,2.775,3.354,2.347,2.439,2.680,2.408,2.134,1.770,2.347,2.371,2.143,2.288,1.065,2.274,2.304,2.585,3.435,2.637,1.657,2.176,3.574,1.687
Positive,237.1110128,314.2796222,0.851,0.905,1.489,0.778,0.978,0.843,1.629,1.500,0.749,0.278,1.470,2.260,2.260,2.290,2.420,2.939,3.685,2.311,2.159,2.857,2.397,2.288,2.590,2.335,1.899,1.814,2.130,2.024,2.457,2.462,0.896,2.304,3.555,2.738,4.111,3.503,1.361,1.727,4.469,1.569
Positive,1383.38133,431.509978,0.000,1.453,0.841,1.305,1.402,0.163,0.728,0.884,1.020,2.204,0.750,0.000,0.000,0.000,0.000,0.557,0.904,0.000,0.979,0.278,0.537,0.000,1.488,0.000,0.351,1.557,0.624,0.000,0.000,0.740,0.000,0.394,0.000,0.000,0.243,0.253,0.000,0.382,0.341,0.000
Positive,1382.874521,431.5162283,0.000,0.000,0.000,1.527,3.473,0.953,1.513,0.997,0.000,1.537,0.000,1.750,0.000,2.100,2.540,0.000,4.959,1.160,0.000,0.000,1.647,0.000,0.578,1.223,0.000,0.642,0.000,0.000,2.314,0.000,1.813,1.352,1.718,1.009,0.809,0.000,0.790,0.000,0.000,0.000
Positive,1377.728127,1102.034889,0.906,1.048,1.348,1.013,0.686,0.842,1.446,1.465,1.026,0.221,1.340,2.100,2.070,1.690,1.900,2.246,2.088,1.520,1.327,2.964,2.927,2.283,1.651,1.579,1.974,1.386,1.523,1.752,2.107,2.079,0.075,1.920,1.791,1.740,4.003,3.446,1.943,1.896,3.641,1.865
Positive,1375.92072,431.1805572,0.648,0.673,0.979,0.000,2.701,0.000,0.000,2.519,1.607,0.874,0.300,0.000,0.000,1.860,0.000,0.000,0.000,2.378,0.590,0.845,1.925,0.000,0.000,0.000,1.930,0.000,0.000,1.124,0.000,0.000,0.739,0.000,1.227,1.907,1.110,1.224,2.065,1.816,2.592,0.928
Positive,1371.770753,1101.964928,1.181,0.864,1.289,0.992,0.674,1.788,1.180,1.243,0.788,0.001,1.570,2.230,1.720,1.970,1.420,3.187,1.880,1.487,1.032,2.539,2.899,1.760,1.999,1.361,1.351,1.921,1.419,1.892,1.642,2.023,0.230,0.880,2.131,1.607,3.202,4.131,1.290,1.727,3.022,1.389
Positive,1370.76615,1101.865914,1.080,1.023,1.449,0.808,0.639,1.479,1.281,1.410,0.820,0.009,1.650,2.470,2.030,1.960,1.850,2.630,2.222,1.582,1.174,2.470,3.002,2.262,2.084,1.404,1.422,1.883,1.302,1.844,1.650,1.792,0.258,1.915,2.373,1.544,3.399,3.895,1.371,1.709,3.455,1.557
Positive,1367.409654,431.1805572,0.849,2.233,0.000,0.544,1.374,0.000,1.941,2.327,0.732,0.000,0.000,3.160,2.470,0.800,0.190,5.963,1.223,1.631,3.534,0.000,6.457,0.624,0.000,3.135,0.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.462,0.000,0.000,11.303,0.000,1.993,1.110,0.000
Positive,1355.746044,1101.902157,0.436,0.805,1.837,0.964,0.959,1.097,1.146,1.657,1.101,0.000,1.250,2.040,2.190,1.900,1.990,2.601,2.388,1.939,1.255,3.523,3.174,2.030,2.269,1.156,1.484,1.386,2.122,2.231,2.093,3.015,0.272,2.218,2.361,1.487,4.689,3.736,1.214,1.636,4.391,1.671
Positive,1354.742895,1102.025155,0.597,1.053,1.726,1.125,0.498,1.503,1.003,1.568,0.867,0.059,1.290,2.550,2.350,2.180,2.460,3.040,2.359,1.916,1.377,3.520,2.947,2.496,1.921,1.623,1.758,1.970,1.690,2.492,2.417,2.612,0.122,2.232,2.615,1.168,5.026,4.323,1.507,2.074,5.365,1.459
Positive,1353.739023,1102.019964,0.533,0.876,1.788,1.095,0.708,1.455,1.229,1.332,0.971,0.012,1.510,2.390,2.160,2.330,2.400,2.940,2.163,1.351,1.275,3.566,2.902,2.500,2.442,1.671,1.596,1.850,1.817,2.725,2.425,2.659,0.192,2.102,2.525,1.896,5.288,4.356,1.163,2.034,4.881,1.719
Positive,1327.356408,340.8561961,0.889,0.877,1.136,0.871,1.227,1.265,1.345,1.280,0.940,0.169,0.990,0.680,1.370,0.270,0.490,0.673,0.356,0.348,0.080,0.571,0.894,0.550,0.635,0.681,0.632,1.116,0.632,0.732,0.960,0.662,0.115,0.858,0.395,0.474,0.642,1.154,0.788,0.735,0.945,0.776
Positive,1326.859349,341.495182,0.767,1.363,1.059,1.034,0.778,1.555,0.775,1.367,1.106,0.196,0.820,0.830,1.080,0.970,0.390,0.306,0.203,0.598,0.322,0.329,1.102,1.014,0.537,0.611,0.495,1.063,0.440,0.824,0.856,0.750,0.032,0.644,0.645,0.674,0.501,1.277,1.138,0.862,0.480,0.611
Positive,1326.357655,341.2211125,0.802,1.073,0.907,1.021,1.197,1.390,1.021,1.289,1.072,0.228,1.230,0.740,1.220,0.930,0.590,0.425,0.084,0.483,0.226,0.468,1.052,0.833,0.613,0.682,0.610,0.946,0.560,0.357,0.938,0.708,0.144,1.055,0.629,0.721,0.741,1.241,1.159,0.742,0.738,0.775
